dist,town,village,area,orientations,room,bedroom,living_room,washing_room,rent,lease_mode,label,elevator,parking,water,electricity,gas
斗门区,白蕉,恒裕江山汇花园,125,南,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
斗门区,白蕉,时代香海彼岸,92.5,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,井岸,里维埃拉一期5区,132,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
斗门区,白蕉,时代香海彼岸,95,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
斗门区,白蕉,湖星水岸华庭二期,86,东南南西南西北,32厅1卫,3,2,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,井岸,朝南路住宅,113,南,32厅1卫,3,2,1,2700 ,整租,/精装/,有,租用车位,商水,商电,无
斗门区,红旗,鸿泰海半山,76.5,南,22厅1卫,2,2,1,2700 ,整租,/精装/,有,租用车位,民水,民电,有
斗门区,白蕉,华发峰尚,88,南,32厅1卫,3,2,1,2700 ,整租,/精装/随时看房/,有,租用车位,商水,商电,有
斗门区,白蕉,时代倾城双生花,99.8,北,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,井岸,华发又一城一期,113,南北,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,民水,民电,有
斗门区,井岸,华发又一城二期,132,南北,42厅2卫,4,2,2,2700 ,整租,/新上/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,白蕉,金地格林泊乐花园二期,89,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
斗门区,白蕉,金地格林泊乐一期,81.47,南,32厅1卫,3,2,1,2700 ,整租,/,有,租用车位,民水,民电,有
斗门区,白蕉,时代倾城双生花,130,南北,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,白蕉,华发峰尚,58,北,22厅1卫,2,2,1,2700 ,整租,/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,万科魅力之城一期,89,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,商水,商电,有
斗门区,白蕉,中邦御珑湾,86,南,32厅1卫,3,2,1,2700 ,整租,/精装/,有,租用车位,民水,民电,有
斗门区,白蕉,奥园香海美景,72,东北,22厅1卫,2,2,1,2700 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,招商依云华府,128,南,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,商水,商电,有
斗门区,井岸,江湾中一苑,115,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,海伦堡湖心里,100,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,无
斗门区,白蕉,建发玺园,90.56,东南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
斗门区,白蕉,时代倾城三期,111,东南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,商水,商电,有
斗门区,井岸,五洲东方墅,102.78,东南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,白蕉,春满园,99,东南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,井岸,山水花城,40,东东南,11厅1卫,1,1,1,2700 ,整租,/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,时代倾城双生花,99,南,32厅1卫,3,2,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,白蕉,华辉苑,115.89,东南,52厅2卫,5,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,民水,民电,无
斗门区,白蕉,德昌盛景花园,86,西北,22厅1卫,2,2,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,白蕉,美湖湾,99,南,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
斗门区,白蕉,时代倾城二期,94,北,22厅1卫,2,2,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,井岸,华发又一城二期,110,南北,32厅1卫,3,2,1,2700 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
斗门区,井岸,南旺小区,28,南,11厅1卫,1,1,1,2700 ,整租,/精装/随时看房/,有,租用车位,商水,商电,无
斗门区,白蕉,时代香海彼岸,88,南,31厅1卫,3,1,1,2700 ,整租,/精装/,有,租用车位,商水,商电,有
斗门区,白蕉,德昌盛景花园,67.62,东南,22厅1卫,2,2,1,2700 ,整租,/精装/,有,免费车位,商水,商电,有
斗门区,白蕉,西江月雅园,106,南北,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,建发玺园,120,西南,41厅2卫,4,1,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,商水,商电,有
斗门区,井岸,华景豪苑,112,南北,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,白蕉,时代倾城一期,93,南,32厅1卫,3,2,1,2700 ,整租,/精装/,有,租用车位,商水,商电,有
斗门区,白蕉,江南岸随园,103.76,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,商水,商电,有
斗门区,井岸,锦绣荣城,76,北,22厅1卫,2,2,1,2700 ,整租,/精装/,有,免费车位,商水,商电,无
斗门区,井岸,山水花城,24.66,西北,10厅1卫,1,0,1,2700 ,整租,/,有,租用车位,民水,民电,有
斗门区,白蕉,春晓悦居,74,西南,22厅1卫,2,2,1,2700 ,整租,/精装/,有,租用车位,商水,商电,无
斗门区,白蕉,嘉景名苑,98,东南,32厅2卫,3,2,2,2700 ,整租,/双卫生间/,有,免费车位,商水,商电,无
斗门区,井岸,华发又一城三期,138,南北,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,商水,商电,有
斗门区,白蕉,时代倾城三期,121,东南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,租用车位,商水,商电,有
斗门区,白蕉,西江月,101,东,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,租用车位,民水,民电,有
斗门区,白蕉,西江月,97,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
斗门区,白蕉,奥园香海美景,33,南,11厅1卫,1,1,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,白蕉,丽湖名居,120,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,商电,有
斗门区,白蕉,时代天韵花园,97,南北,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,有
斗门区,白蕉,诚丰新园,74,东南,22厅1卫,2,2,1,2700 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,西江月,45,东,11厅1卫,1,1,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,井岸,美湾西二区,58.41,西,31厅1卫,3,1,1,2700 ,整租,/随时看房/,有,租用车位,民水,商电,无
斗门区,白蕉,湖星水岸华庭二期,53,南,11厅1卫,1,1,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,白蕉,美湖湾,89,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,丽湖名居,60,东南,21厅1卫,2,1,1,2700 ,整租,/精装/随时看房/,有,免费车位,商水,商电,有
斗门区,井岸,华发水郡二期,190,南,32厅3卫,3,2,3,2700 ,整租,/精装/随时看房/,有,免费车位,商水,商电,有
斗门区,白蕉,新口岸花园,77,东南,32厅1卫,3,2,1,2700 ,整租,/精装/,有,租用车位,商水,民电,无
斗门区,白蕉,万科魅力之城二期,98,南,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,商水,商电,有
斗门区,白蕉,御悦轩,84,西北,22厅2卫,2,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
斗门区,井岸,旭日印象,89,南,32厅1卫,3,2,1,2700 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,时代香海彼岸,95,东南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
斗门区,井岸,华发又一城二期,132.16,南,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,商水,民电,有
斗门区,白蕉,诚丰新园,114,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
斗门区,白蕉,海逸豪庭,110,北,32厅1卫,3,2,1,2700 ,整租,/,有,租用车位,商水,商电,有
斗门区,白蕉,时代倾城二期,95.4,东南,32厅1卫,3,2,1,2700 ,整租,/精装/,有,租用车位,民水,民电,有
斗门区,白蕉,时代倾城二期,80.5,东南,21厅1卫,2,1,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,井岸,翠湖苑（南区）,97,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,商水,商电,有
斗门区,白蕉,御悦轩,93,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,无
斗门区,白蕉,旭日华庭,108,南北,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,井岸,环山里39号,86,南北,32厅1卫,3,2,1,2700 ,整租,/,有,免费车位,商水,商电,无
斗门区,白蕉,时代倾城二期,80,南,22厅1卫,2,2,1,2700 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
斗门区,井岸,益利名门花园,127,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,无
斗门区,白蕉,白藤一路东逸鸿花园,77,东南,22厅1卫,2,2,1,2700 ,整租,/精装/随时看房/,有,租用车位,商水,商电,无
斗门区,白蕉,雅景名园,95,南,22厅1卫,2,2,1,2700 ,整租,/,有,租用车位,民水,民电,有
斗门区,白蕉,时代香海彼岸,74.72,南,22厅1卫,2,2,1,2700 ,整租,/精装/,有,租用车位,商水,商电,有
斗门区,白蕉,世荣名筑,132.67,南北,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,德昌盛景花园,76.26,西南,22厅1卫,2,2,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,白蕉,香水鸿门,38,东北,11厅1卫,1,1,1,2700 ,整租,/精装/,有,免费车位,商水,民电,有
斗门区,井岸,里维埃拉一期5区,55.9,北,12厅1卫,1,2,1,2700 ,整租,/新上/精装/随时看房/,有,租用车位,民水,民电,无
斗门区,白蕉,宁海世纪城1期,94,东南,32厅1卫,3,2,1,2700 ,整租,/新上/精装/随时看房/,有,租用车位,商水,商电,无
斗门区,白蕉,奥园香海美景,33,南,11厅1卫,1,1,1,2700 ,整租,/新上/精装/随时看房/,有,租用车位,民水,民电,有
斗门区,白蕉,奥园香海美景,72,东南,22厅1卫,2,2,1,2700 ,整租,/新上/精装/,有,租用车位,民水,民电,有
斗门区,白蕉,家和城一期,102.79,东南,32厅2卫,3,2,2,2700 ,整租,/新上/精装/双卫生间/,有,租用车位,民水,民电,有
斗门区,白蕉,时代倾城三期,121,南,32厅2卫,3,2,2,2700 ,整租,/新上/精装/双卫生间/,有,免费车位,商水,商电,有
斗门区,白蕉,时代香海彼岸,122,东南,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
斗门区,白蕉,金地格林泊乐一期,81,南,31厅1卫,3,1,1,2700 ,整租,/精装/,有,免费车位,商水,商电,有
斗门区,白蕉,时代倾城三期,94,南,32厅1卫,3,2,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,白蕉,奥园香海美景,72,南,22厅1卫,2,2,1,2700 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
斗门区,白蕉,康裕花园,79.2,南,22厅1卫,2,2,1,2700 ,整租,/,有,租用车位,商水,商电,无
斗门区,白蕉,金碧丽江东海岸,90,南,32厅1卫,3,2,1,2700 ,整租,/精装/,有,租用车位,民水,民电,有
斗门区,井岸,华发又一城二期,90,南,32厅1卫,3,2,1,2700 ,整租,/精装/,有,免费车位,商水,商电,有
斗门区,白蕉,白藤一路东逸鸿花园,85,西南,22厅1卫,2,2,1,2700 ,整租,/新上/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,华发峰尚,87.6,南,32厅1卫,3,2,1,2700 ,整租,/新上/精装/随时看房/,有,免费车位,商水,商电,有
斗门区,白蕉,奥园香海美景,70,北,22厅1卫,2,2,1,2700 ,整租,/新上/精装/随时看房/,有,免费车位,民水,民电,有
斗门区,红旗,鸿泰海半山,76,南,22厅1卫,2,2,1,2700 ,整租,/新上/精装/,有,免费车位,民水,民电,有
斗门区,井岸,世荣作品壹号,136,南,42厅2卫,4,2,2,2700 ,整租,/新上/精装/双卫生间/随时看房/,有,免费车位,民水,民电,有
斗门区,井岸,山水豪苑,49.53,南,11厅1卫,1,1,1,2700 ,整租,/新上/精装/,有,租用车位,民水,民电,无
斗门区,白蕉,泰和苑,72,北,22厅1卫,2,2,1,2700 ,整租,/新上/精装/随时看房/,有,租用车位,民水,民电,有
斗门区,白蕉,家和城一期,90,东南,32厅1卫,3,2,1,2700 ,整租,/新上/精装/随时看房/,有,免费车位,商水,商电,有
斗门区,白蕉,时代倾城一期,92,南东北,32厅1卫,3,2,1,2700 ,整租,/业主自荐/新上/精装/随时看房/,有,免费车位,商水,商电,有
斗门区,白蕉,华发峰尚,95,南,32厅2卫,3,2,2,2700 ,整租,/新上/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,白蕉,旭日华府,80.68,南,21厅1卫,2,1,1,2700 ,整租,/新上/精装/随时看房/,有,免费车位,商水,商电,无
斗门区,白蕉,五洲家园,97,东南,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,租用车位,商水,商电,有
斗门区,白蕉,世荣名筑,85,东东南,22厅1卫,2,2,1,2700 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
斗门区,井岸,华发水郡二期,190.2,东南,32厅3卫,3,2,3,2700 ,整租,/精装/,有,免费车位,商水,商电,有
斗门区,井岸,世荣作品壹号,78,南,22厅1卫,2,2,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,白蕉,湖星水岸华庭二期,53,南,21厅1卫,2,1,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,白蕉,西江月,50,东北,11厅1卫,1,1,1,2700 ,整租,/精装/,有,免费车位,民水,民电,有
斗门区,乾务,佳兆业君汇上品,123,南,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,商水,商电,无
斗门区,井岸,华发又一城二期,99.2,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,白蕉,时代香海彼岸,75,东南,22厅1卫,2,2,1,2700 ,整租,/精装/,有,租用车位,商水,商电,有
斗门区,井岸,华发又一城二期,99.2,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,商水,商电,有
斗门区,白蕉,时代香海彼岸,75,东南,22厅1卫,2,2,1,2700 ,整租,/精装/随时看房/,有,免费车位,商水,商电,有
斗门区,白蕉,家和城二期,142,东南,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/随时看房/,有,免费车位,商水,商电,有
斗门区,井岸,世荣作品壹号,143,南北,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,商水,商电,有
斗门区,白蕉,家和城二期,118,东南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,白蕉,江南岸随园,76.58,南北,22厅1卫,2,2,1,2700 ,整租,/业主自荐/精装/,有,租用车位,商水,民电,有
斗门区,白蕉,藤业富林广场三区,126,西南东北,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/,有,租用车位,民水,民电,有
斗门区,红旗,湖源居,99.6,东,32厅1卫,3,2,1,2700 ,整租,/业主自荐/,有,免费车位,民水,民电,有
斗门区,井岸,美湾南小区,100,东南南,32厅1卫,3,2,1,2700 ,整租,/精装/,有,租用车位,商水,商电,无
斗门区,白蕉,西江月,43,东南,11厅1卫,1,1,1,2700 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
斗门区,白蕉,西江月,115.4,南,42厅2卫,4,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,井岸,世荣碧水岸,108,南,32厅2卫,3,2,2,2700 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,白蕉,奥园香海美景,32.27,北,10厅1卫,1,0,1,2700 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,裕景名苑,120.38,南,32厅2卫,3,2,2,2680 ,整租,/双卫生间/,有,免费车位,商水,商电,无
斗门区,白蕉,万威美地,99.83,西北,32厅2卫,3,2,2,2680 ,整租,/精装/双卫生间/,有,免费车位,民水,民电,有
斗门区,白蕉,九龙湖花园,99,东南,32厅2卫,3,2,2,2680 ,整租,/业主自荐/精装/双卫生间/,有,租用车位,商水,商电,无
斗门区,红旗,湖源居,100,西南,32厅1卫,3,2,1,2650 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
斗门区,井岸,天成峰景,90,东南,32厅2卫,3,2,2,2650 ,整租,/精装/双卫生间/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,招商依云水岸,87,东南,32厅1卫,3,2,1,2650 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
斗门区,白蕉,中邦御珑湾,98.54,南,42厅2卫,4,2,2,2608 ,整租,/精装/双卫生间/随时看房/,有,免费车位,商水,商电,有
香洲区,兰埔,格力香樟,47,南,11厅1卫,1,1,1,2600 ,整租,/新上/精装/,有,租用车位,民水,民电,有
香洲区,拱北,中珠豪庭,45,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,洪湾,奥园观山海,54,南,10厅1卫,1,0,1,2600 ,整租,/精装/非居住房屋/,有,租用车位,商水,商电,无
香洲区,吉大,华业临海,59,东,11厅1卫,1,1,1,2600 ,整租,/,有,免费车位,民水,民电,有
香洲区,夏湾,现代广场,23,南,10厅1卫,1,0,1,2600 ,整租,/随时看房/,有,租用车位,商水,商电,无
香洲区,南屏,海印又一城,150,南,10厅0卫,1,0,0,2600 ,整租,/随时看房/非居住房屋/,有,租用车位,商水,商电,无
香洲区,洪湾,朗廷广场,40.78,东南,10厅1卫,1,0,1,2600 ,整租,/精装/非居住房屋/,有,免费车位,商水,商电,有
香洲区,横琴,横琴国贸大厦,80,西,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,商水,商电,无
香洲区,洪湾,奥园观山海,39,北,10厅1卫,1,0,1,2600 ,整租,/精装/随时看房/非居住房屋/,有,租用车位,商水,商电,无
香洲区,洪湾,利是达星际广场,63,南,11厅1卫,1,1,1,2600 ,整租,/精装/随时看房/,有,免费车位,商水,民电,有
香洲区,前山,领寓,43,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,横琴,信德口岸商务中心,46,南,10厅1卫,1,0,1,2600 ,整租,/精装/,有,免费车位,商水,商电,有
香洲区,老香洲,华富街,40,东南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,租用车位,商水,商电,无
香洲区,老香洲,华富街,40,东南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,商水,商电,无
香洲区,老香洲,华富街,40,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,商水,商电,无
香洲区,横琴,中交汇通横琴广场,56,北,11厅1卫,1,1,1,2600 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,拱北,迎宾广场,28,东南,10厅0卫,1,0,0,2600 ,整租,/精装/非居住房屋/,有,免费车位,民水,民电,无
香洲区,横琴,中冶盛世国际广场,59,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,租用车位,民水,民电,无
香洲区,横琴,中冶盛世国际广场,51.47,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,无
香洲区,吉大,盛东江山赋,38,东南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,商水,商电,有
香洲区,吉大,华景西苑,30,东南,10厅1卫,1,0,1,2600 ,整租,/,有,免费车位,民水,民电,无
香洲区,新香洲,金域华府,36,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,拱北,正邦岭秀城公寓楼,41,北,10厅1卫,1,0,1,2600 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,新香洲,阳光花园,50,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,无
香洲区,拱北,金莎公馆,43,北,10厅1卫,1,0,1,2600 ,整租,/精装/,有,免费车位,民水,民电,无
香洲区,横琴,荔枝湾花园（南区）,27,东南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,横琴,荔枝湾花园（南区）,28,南,10厅1卫,1,0,1,2600 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,夏湾,宝珠新村,30,南,10厅0卫,1,0,0,2600 ,整租,/精装/,有,免费车位,商水,商电,无
香洲区,夏湾,宝珠新村,30,南,10厅1卫,1,0,1,2600 ,整租,/精装/,有,免费车位,商水,商电,无
香洲区,夏湾,宝珠新村,30,东南,10厅1卫,1,0,1,2600 ,整租,/精装/,有,免费车位,商水,商电,无
香洲区,拱北,正邦岭秀城公寓楼,45,西南,10厅1卫,1,0,1,2600 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,南湾,天朗海峰,63,西北,11厅1卫,1,1,1,2600 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,横琴,保利国际广场,173,西北,11厅0卫,1,1,0,2600 ,整租,/,有,租用车位,商水,商电,无
香洲区,新香洲,新加坡花园一期,33,北,10厅1卫,1,0,1,2600 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,拱北,利腾金力湾商业中心,52,南,11厅1卫,1,1,1,2600 ,整租,/精装/随时看房/非居住房屋/,有,免费车位,商水,商电,无
香洲区,洪湾,奥园观山海,46,南,11厅1卫,1,1,1,2600 ,整租,/精装/非居住房屋/,有,免费车位,商水,商电,无
香洲区,前山,卓雅北苑,43,北,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,老香洲,国子间,51,南,11厅1卫,1,1,1,2600 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,南湾,天朗海峰,63,东,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,拱北,正邦岭秀城公寓楼,40,东南,10厅1卫,1,0,1,2600 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,横琴,紫檀文化中心,43,南,11厅1卫,1,1,1,2600 ,整租,/精装/随时看房/非居住房屋/,有,免费车位,商水,商电,无
香洲区,吉大,龙洲湾花园,74,东南,11厅1卫,1,1,1,2600 ,整租,/,有,租用车位,民水,民电,无
香洲区,南湾,华发世纪城三期,52,西,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,吉大,新天地大厦,26,南,10厅1卫,1,0,1,2600 ,整租,/随时看房/,有,免费车位,民水,民电,无
香洲区,横琴,荔枝湾花园（南区）,27,东南,10厅1卫,1,0,1,2600 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,兰埔,格力香樟,47,南,10厅1卫,1,0,1,2600 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,洪湾,龙光玖龙汇,37,西南,11厅1卫,1,1,1,2600 ,整租,/精装/随时看房/非居住房屋/,有,免费车位,商水,商电,无
香洲区,拱北,恒虹世纪广场,59.55,东南,11厅1卫,1,1,1,2600 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,新香洲,瀚高花园,40,南,10厅1卫,1,0,1,2600 ,整租,/随时看房/,有,租用车位,民水,民电,有
香洲区,横琴,中冶盛世国际广场,50.1,东南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,无
香洲区,拱北,国维中央广场,50,南,11厅1卫,1,1,1,2600 ,整租,/精装/非居住房屋/,有,免费车位,商水,商电,无
香洲区,吉大,诚丰银座,35,南,10厅1卫,1,0,1,2600 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,吉大,诚丰银座,49,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,吉大,诚丰星座,45,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,有
香洲区,翠微,诚丰嘉座,41,东南,11厅1卫,1,1,1,2600 ,整租,/精装/随时看房/,有,租用车位,民水,民电,有
香洲区,新香洲,优特广场桂语香山,60,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,租用车位,商水,商电,无
香洲区,拱北,正邦岭秀城公寓楼,43,北,10厅1卫,1,0,1,2600 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,新香洲,优特广场桂语香山,50,东,11厅1卫,1,1,1,2600 ,整租,/精装/非居住房屋/,有,免费车位,商水,商电,无
香洲区,拱北,龙泉阁,40,东南,11厅1卫,1,1,1,2600 ,整租,/随时看房/,有,租用车位,商水,商电,无
香洲区,新香洲,优特广场桂语香山,60,南,11厅1卫,1,1,1,2600 ,整租,/精装/非居住房屋/,有,免费车位,商水,商电,无
香洲区,横琴,中冶盛世国际广场,56.9,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,租用车位,民水,民电,无
香洲区,吉大,九洲假日,45,北,11厅1卫,1,1,1,2600 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,南屏,海印又一城,150,南北,11厅1卫,1,1,1,2600 ,整租,/随时看房/,有,免费车位,商水,商电,无
香洲区,吉大,诚丰星座,43.52,南,11厅1卫,1,1,1,2600 ,整租,/月租/,有,免费车位,民水,民电,有
香洲区,横琴,荔枝湾花园（南区）,28.96,东,11厅1卫,1,1,1,2600 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,南湾,华发世纪城三期,52,西南,11厅1卫,1,1,1,2600 ,整租,/精装/随时看房/,有,免费车位,民水,民电,有
香洲区,南湾,天朗海峰,79,西北,11厅1卫,1,1,1,2600 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,拱北,利腾金力湾商业中心,52,北,11厅1卫,1,1,1,2600 ,整租,/精装/非居住房屋/,有,免费车位,商水,商电,无
香洲区,横琴,三一南方总部大厦,42,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,无
香洲区,吉大,C派公寓,40,南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,民水,民电,无
香洲区,拱北,南油花园,40,南,11厅1卫,1,1,1,2600 ,整租,/随时看房/,有,免费车位,民水,民电,有
香洲区,南湾,华发世纪城三期,45,西南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,租用车位,民水,民电,有
香洲区,洪湾,利是达星际广场,50,东南,11厅1卫,1,1,1,2600 ,整租,/精装/,有,免费车位,商水,民电,有
